"﻿""id""",username,date,time,tweet,replies_count,retweets_count,likes_count,mentions,pos_neg,pos,neg
1.24353e18,sanchezcastejon,2020-03-27,21:10:39,"El #COVID19 afecta a todos. No entiende de fronteras, género o clase. La UE debe aprender las lecciones del pasado y no volver a fallar a la ciudadanía. La respuesta europea debe ser solidaria, enfocada a los más vulnerables. Algunas instituciones de la UE ya lo están haciendo.",826,954,3232,[],Negative,0.2276589450466085,0.7723410549533919
1.24353e18,sanchezcastejon,2020-03-27,21:10:39,"Esta semana, nueve líderes europeos hemos propuesto un instrumento de deuda común que facilite la recuperación rápida, sostenible e inclusiva, garantizando estabilidad en la financiación de las medidas para afrontar el #COVID19. El Gobierno trabaja para avanzar en esta solución.",208,470,1865,[],Neutral,0.2955882424429371,0.7044117575570589
1.24298e18,sanchezcastejon,2020-03-26,09:02:58,El @Congreso_Es da luz verde a la prórroga del estado de alarma. España gana un tiempo esencial para seguir combatiendo al #COVID19. Gracias a los grupos que lo han hecho posible. Sigamos trabajando para acabar con el virus desde la unidad y la lealtad. #EsteVirusLoParamosUnidos https://twitter.com/Congreso_Es/status/1242980146782572544 …,1121,751,2247,['congreso_es'],Neutral,0.49606215464146614,0.5039378453585296
1.24293e18,sanchezcastejon,2020-03-26,05:58:54,"Propongo que, durante la prórroga del estado de alarma, la comisión parlamentaria de Sanidad se convierta en la comisión de seguimiento del #COVID19. El ministro de @sanidadgob comparecerá semanalmente para explicar la evolución del virus y las medidas adoptadas. Transparencia. pic.twitter.com/Z0dk6Q3uRW",891,591,1954,['sanidadgob'],Negative,0.21206055701614512,0.787939442983856
1.24282e18,sanchezcastejon,2020-03-25,22:11:01,"Si queremos que la UE del mañana esté a la altura debemos actuar hoy. Actuemos juntos para proteger a la ciudadanía, trabajemos en un instrumento de deuda común, porque común es el impacto económico del #COVID19.
Carta de líderes europeos a @eucopresident:
 https://www.lamoncloa.gob.es/presidente/actividades/Documents/2020/25032020CartaDeLideres(ES).pdf …",1497,944,2995,['eucopresident'],Negative,0.14790688467674118,0.852093115323256
1.24255e18,sanchezcastejon,2020-03-25,04:32:49,"Todos nuestros esfuerzos están volcados en la lucha contra el #COVID19. Hoy aprobamos en #CMin nuevas medidas que protegen a los colectivos más vulnerables, al empleo y la actividad productiva. No dejaremos a nadie atrás.

 https://www.lamoncloa.gob.es/consejodeministros/resumenes/Paginas/2020/240320-cministros.aspx …
#EsteVirusLoParamosUnidos pic.twitter.com/kEsvlhTEvj",1746,715,2408,[],Neutral,0.2570735288164925,0.7429264711835097
1.24246e18,sanchezcastejon,2020-03-24,22:51:36,"He conversado con el presidente de Corea del Sur, Moon Jae-in, con quien he abordado la lucha contra la epidemia del #COVID19 que afecta a nuestros países. La próxima reunión del #G20 será una oportunidad para impulsar la cooperación internacional y combatir unidos esta crisis.",4613,1528,7477,[],Negative,0.14116283083837233,0.8588371691616256
1.2418e18,sanchezcastejon,2020-03-23,02:45:46,"Apostamos por un gran ""plan Marshall"" para impulsar un proceso de reconstrucción social y económica en la #UE con todas las herramientas a nuestro alcance. Seguiremos defendiendo los intereses de España y Europa, que frente al #COVID19 son los mismos.

#EsteVirusLoParamosUnidos pic.twitter.com/F25ygtaGSh",2136,991,3419,[],Neutral,0.6962243095500968,0.3037756904499002
1.24176e18,sanchezcastejon,2020-03-23,00:21:14,"Este martes, el Consejo de Ministros solicitará al @Congreso_Es la ampliación de la declaración del estado de alarma hasta el 11 de abril. 

Una medida drástica, que afecta por completo a la vida de la gente, pero efectiva en la lucha contra el #COVID19.
#EsteVirusLoParamosUnidos pic.twitter.com/ED6wjAF1QW",795,842,2087,['congreso_es'],Negative,0.011528567316144388,0.9884714326838552
1.2415e18,sanchezcastejon,2020-03-22,06:50:05,"El confinamiento es decisivo para vencer al #COVID19. También lo es extender los test a la mayor parte de la población. Así sabremos quiénes están infectados, podrán aislarse y romperemos la cadena de propagación del virus. En eso estamos trabajando. #EsteVirusLoParamosUnidos pic.twitter.com/Wj0uoCXbk1",2693,986,3443,[],Negative,0.08470821110077296,0.9152917888992318
1.24149e18,sanchezcastejon,2020-03-22,06:17:51,"Cada contagio que no se produce rompe la cadena del #COVID19. Si evitamos el contagio, liberamos camas para quien lo necesita, ganamos tiempo. Lo seres humanos somos el tiempo que respiramos. Quedándonos en casa lograremos que muchos sigan respirando.
#EsteVirusLoParamosUnidos pic.twitter.com/jPcrQYSJYK",1775,1525,4939,[],Negative,0.10178406821832468,0.8982159317816725
1.24134e18,sanchezcastejon,2020-03-21,20:41:38,"Gracias, científicos, por vuestro trabajo para vencer al coronavirus. Este Gobierno os necesita y os escucha. Hoy hemos constituido el Comité Científico del #COVID19 con expertos en distintas áreas de la medicina y la ciencia en la lucha contra el virus.
#EsteVirusLoParamosUnidos pic.twitter.com/SpoNFEiqOz",9816,1863,7581,[],Neutral,0.5049167591233984,0.4950832408766046
1.24059e18,sanchezcastejon,2020-03-19,18:58:21,"Este domingo volveré a reunirme por videoconferencia con los presidentes autonómicos. Trabajamos sin descanso para reforzar todas las líneas de coordinación y colaboración con las CC.AA. frente al #COVID19. 

Hoy, reunión del Comité de Gestión Técnica. #EsteVirusLoParamosUnidos pic.twitter.com/nqVkkpRgpi",910,315,1026,[],Positive,0.8985733872221208,0.10142661277788115
1.24023e18,sanchezcastejon,2020-03-18,19:05:30,"Hasta que la vacuna contra el #COVID19 llegue, nosotros somos la vacuna. Cada persona que se queda en casa o que toma todas las precauciones necesarias, suma para ganar vidas y para doblegar la curva. Cada uno de nosotros estamos salvando vidas. 

#EsteVirusLoParamoUnidos pic.twitter.com/M7nLbZDxp3",872,684,1785,[],Negative,0.0796889320696782,0.9203110679303173
1.24002e18,sanchezcastejon,2020-03-18,04:48:12,"La #UE está más unida que nunca frente al #COVID19. Hoy nos hemos reunido en videoconferencia en el #EUCO. Mostramos nuestro compromiso para acabar juntos con esta emergencia sanitaria, con todos los recursos y medidas necesarias para minimizar su impacto económico y social. pic.twitter.com/l4KSUfZi4z",323,305,906,[],Neutral,0.5004894952608662,0.499510504739132
1.24e18,sanchezcastejon,2020-03-18,03:32:10,Hoy hemos aprobado una inyección de 30 millones de euros para impulsar el desarrollo de una vacuna o una cura para el #COVID19. Nuestra gratitud a los investigadores e investigadoras que trabajan sin descanso para frenar esta emergencia sanitaria. #EsteVirusLoParamosUnidos https://twitter.com/CienciaGob/status/1239959899204800512 …,425,573,1673,[],Negative,0.06577390683689024,0.9342260931631077
1.23996e18,sanchezcastejon,2020-03-18,01:03:15,"Las medidas que adoptamos hoy suponen una movilización colosal de recursos públicos, pero necesitan el apoyo de toda la sociedad. Debemos ser comprensivos con los demás, facilitarles las cosas. Así saldremos todos más rápido y más fuertes. 

#EsteVirusLoParamosUnidos #COVID19  pic.twitter.com/Oj86iq6RIP",329,446,1109,[],Negative,0.13692306103176818,0.863076938968229
1.23996e18,sanchezcastejon,2020-03-18,00:43:34,"Todos somos uno en esta lucha. 
Aprobamos una gran inyección económica para apoyar a las familias más vulnerables, a todos los trabajadores y trabajadoras, para garantizar la liquidez y los pagos a las empresas y los autónomos de nuestro país.

#EsteVirusLoParamosUnidos #COVID19.  pic.twitter.com/EqheQD2Rgm",402,507,1315,[],Negative,0.20331895941632158,0.7966810405836738
1.23995e18,sanchezcastejon,2020-03-18,00:32:38,"Vamos a movilizar hasta 200.000 millones de € para que nadie se quede atrás. La mayor movilización de recursos económicos de la historia de España para crear un escudo social al servicio de la ciudadanía, de quienes necesitan más protección. 

#EsteVirusLoParamosUnidos #COVID19  pic.twitter.com/HTUpQUTupE",931,1330,3830,[],Neutral,0.7470349400334759,0.2529650599665254
1.23991e18,sanchezcastejon,2020-03-17,21:27:43,"Amigo Antonio, pueblo de Portugal. 
Juntos tomamos esta decisión para cuidarnos y cuidar a nuestros compatriotas. Ganaremos al #COVID19 con el esfuerzo de todos y todas. Y cuando todo pase, volveremos a abrazarnos como países hermanos que somos.
#EsteVirusLoParamosUnidos https://twitter.com/antoniocostapm/status/1239679050622345218 …",584,1079,4661,[],Positive,0.7852959660953444,0.2147040339046577
1.23966e18,sanchezcastejon,2020-03-17,05:20:00,"Trabajamos sin descanso para frenar el #COVID19. Esta tarde he conversado también con el director de la #OMS, @DrTedros, ambos estamos comprometidos en reforzar la coordinación, colaboración y comunicación permanente en la lucha a escala española y global contra el coronavirus.",2094,694,3362,['drtedros'],Neutral,0.4467187971443914,0.5532812028556073
1.23965e18,sanchezcastejon,2020-03-17,04:26:36,"Los líderes del #G20 están preparados y deben asumir un papel de liderazgo ante la grave crisis sanitaria y económica internacional provocada por el #COVID19. Así se lo he transmitido hoy a su presidente de turno, el príncipe heredero de Arabia Saudi. 

#EsteVirusLoParamosUnidos",565,481,1399,[],Negative,0.13279094211836345,0.8672090578816403
1.23954e18,sanchezcastejon,2020-03-16,21:09:45,"Estoy al habla con todos los grupos para trasladarles la máxima lealtad mutua e informarles sobre las medidas para ganar al #COVID19. El Gobierno siempre se guiará por los principios de cooperación, colaboración y solidaridad entre todos los españoles.",431,311,1122,[],Positive,0.8215690482981256,0.1784309517018718
1.23954e18,sanchezcastejon,2020-03-16,21:09:45,"He hablado con @pablocasado_. Le he trasladado la importancia de mantener la unidad de acción frente al #COVID19 y le he anunciado que el miércoles compareceré en el @Congreso_Es para dar cuenta del RD de Declaración del Estado de Alarma. 

#EsteVirusLoParamosUnidos",1838,774,3790,"['pablocasado_', 'congreso_es']",Neutral,0.32246373873626777,0.677536261263733
1.2392e18,sanchezcastejon,2020-03-15,22:39:58,Me he comprometido a analizar sus propuestas dentro de la coordinación necesaria para aplicar el Estado de Alarma y siempre buscando el interés general y la preservación de la salud pública. #EsteVirusLoParamosUnidos #COVID19,473,410,1427,[],Negative,0.14116283083837233,0.8588371691616256
1.2392e18,sanchezcastejon,2020-03-15,22:39:58,He contactado por videoconferencia con los presidentes y presidentas de CC.AA. y ciudades autónomas. Todos se suman al llamamiento de unidad de acción para vencer al #COVID19 y actuarán en sus territorios con responsabilidad y lealtad en la aplicación del RD de Estado de Alarma.,1738,1264,5751,[],Neutral,0.49163543147077227,0.5083645685292231
1.23895e18,sanchezcastejon,2020-03-15,05:52:14,"Mañana me reuniré por videoconferencia con los presidentes autonómicos para garantizar la coordinación frente al #COVID19. Debemos vencer al virus desde la unidad de acción de todas las Administraciones Públicas. No es una opción, es nuestra obligación.
#EsteVirusLoParamosUnidos pic.twitter.com/JmlKNxdIiT",510,511,1906,[],Positive,0.7503669418293659,0.24963305817063844
1.23894e18,sanchezcastejon,2020-03-15,05:30:15,"El Estado de Alarma afectará a todo el territorio nacional durante 15 días. A partir de hoy la Autoridad Competente en todo el territorio será el Gobierno de España. El RD se publicará en el BOE esta noche y entrará vigor con efectos inmediatos.
#EsteVirusLoParamosUnidos #Covid19  pic.twitter.com/48J6fHDzXv",689,1280,3381,[],Negative,0.054005709042217104,0.9459942909577818
1.23894e18,sanchezcastejon,2020-03-15,05:16:47,"El Gobierno hará todo lo que esté en su mano para amortiguar los efectos sociales y económicos del #COVID19. El próximo #CMin aprobará medidas de apoyo a trabajadores, empresarios, autónomos, familias y colectivos vulnerables; y en apoyo a la investigación frente al coronavirus. pic.twitter.com/Bbzc5VcSU2",816,999,3346,[],Negative,0.10178406821832568,0.8982159317816725
1.2385e18,sanchezcastejon,2020-03-14,00:10:33,"Los profesionales sanitarios nos protegen con entrega y sacrificio, pero todos tenemos una misión frente al #Covid19.
Los mayores deben protegerse, evitar a toda costa la exposición. Los jóvenes tienen que mantener la distancia social para frenar contagios. Su papel será crucial.  pic.twitter.com/nrWKGCQM6A",2068,1081,2768,[],Neutral,0.37545901414968735,0.6245409858503167
1.23849e18,sanchezcastejon,2020-03-13,23:38:03,"La victoria depende de cada ciudadano y ciudadana.
El heroísmo es también lavarse las manos, quedarse en casa y protegerse uno mismo para proteger a la sociedad. Tardaremos semanas, pero pararemos al #Covid19 con unidad y disciplina social, cumpliendo cada uno con nuestro deber.  pic.twitter.com/bWSOpSgHtJ",2978,2508,7208,[],Negative,0.011439663657567361,0.9885603363424309
1.23848e18,sanchezcastejon,2020-03-13,23:18:46,"Mañana, en Consejo de Ministros, decretaremos el Estado de Alarma en toda España para los próximos 15 días. Es un instrumento recogido por la Constitución que dota al Gobierno de recursos extraordinarios para enfrentar la emergencia sanitaria y social generada por el #Covid19.  pic.twitter.com/xsQk0MTduj",2493,2509,6811,[],Negative,0.1652768473085436,0.8347231526914541
1.23822e18,sanchezcastejon,2020-03-13,05:35:34,"El Gobierno trabaja sin descanso para dar la mejor respuesta posible, en el ámbito sanitario y también en el económico, junto a todos los agentes sociales, para minimizar los efectos del #COVID19. Juntos lo lograremos.  https://twitter.com/desdelamoncloa/status/1238215529980190722 …",1214,520,1464,[],Neutral,0.7041138960349652,0.2958861039650397
1.23817e18,sanchezcastejon,2020-03-13,02:11:21,"Estamos ante una emergencia sanitaria sin precedentes. @sanidadgob ha sugerido ya a todas las CC.AA. implementar medidas de distanciamiento social. Debemos hacerlo a la vez, con responsabilidad y disciplina, para lograr frenar el #Covid_19 lo antes posible.
#FrenarLaCurva pic.twitter.com/4XAx139m8b",988,825,1846,['sanidadgob'],Positive,0.9576997981889542,0.042300201811049626
1.23815e18,sanchezcastejon,2020-03-13,01:23:47,"No escatimaremos esfuerzos para reducir las consecuencias del #Covid_19. Hoy aprobamos un primer paquete de medidas para:

-Combatir la enfermedad 
-Respaldar a las familias 
-Proteger el empleo, a pymes y autónomos 
-Atender a los sectores más afectados

 https://www.lamoncloa.gob.es/presidente/actividades/Paginas/2020/100320-comparecenciasanch.aspx … pic.twitter.com/J0ZTwzRjVR",571,588,1387,[],Neutral,0.4423458912821347,0.557654108717861
1.23814e18,sanchezcastejon,2020-03-13,00:20:23,"Cada ciudadano y ciudadana debe cuidarse para cuidar así de los demás. Si queremos vencer al #Covid_19 cuanto antes, necesitamos seguir las recomendaciones oficiales. Responsabilidad y disciplina social. Con nuestro esfuerzo personal contribuiremos a la victoria frente al virus.  pic.twitter.com/32DPvXHRvX",1784,2001,4519,[],Negative,0.019354583202727586,0.9806454167972702
1.23801e18,sanchezcastejon,2020-03-12,15:45:37,"Hoy se reúne el #CMIN que aprobará medidas del Plan de Choque en respuesta al #COVID19. El Gobierno, en coordinación con las Comunidades Autónomas, hará lo que haga falta, cuando y donde haga falta. 

Juntos tenemos que #FrenarLaCurva https://twitter.com/eucopresident/status/1237984674384957445 …",1969,631,1815,[],Negative,0.1474553637025696,0.852544636297428
1.23783e18,sanchezcastejon,2020-03-12,04:15:19,"Solo con la implicación y responsabilidad de toda la sociedad, y trabajando de forma coordinada desde las distintas administraciones superaremos esta situación. 

Estamos listos, @DrTedros, para luchar unidos frente al #COVID19. Juntos lo lograremos.  pic.twitter.com/rZexKAxMnn",922,583,1478,['drtedros'],Neutral,0.5093432520716307,0.4906567479283711
1.23749e18,sanchezcastejon,2020-03-11,05:06:35,El Gobierno de España apuesta por una actuación coordinada de las instituciones europeas frente al #COVID19. He solicitado que se articulen mecanismos para dotar de liquidez a las pymes y se flexibilicen normas del Pacto de Estabilidad para facilitar la respuesta de los Estados.  pic.twitter.com/kikBTy9mCX,172,269,664,[],Neutral,0.5004894952608662,0.499510504739132
1.23748e18,sanchezcastejon,2020-03-11,04:42:45,"-Proteger el bienestar de las familias trabajadoras, el empleo y los derechos laborales
-Garantizar el suministro de medicamentos y material sanitario
-Apoyar al turismo, al transporte y la liquidez de las pymes

Son prioridades del plan de choque del Gobierno frente al #COVID19.  pic.twitter.com/p6rF6htczS",450,501,1330,[],Positive,0.882523080358559,0.11747691964143804
