"id","username","date","time","tweet","replies_count","retweets_count","likes_count","mentions"
1.18099e18,"realdonaldtrump",2019-10-07,"07:54:51",".@60Minutes “forgot” to report that we are helping the great farmers of the USA to the tune of 28 Billion Dollars, for the last two years, paid for out of Tariffs paid to the United States by China for targeting the farmer. They devalued their currency, therefore paying the cost!",23943,18665,68096,"['60minutes']"
1.18089e18,"realdonaldtrump",2019-10-07,"00:42:26","....And by the way, I would LOVE running against 1% Joe Biden - I just don’t think it’s going to happen. Sleepy Joe won’t get to the starting gate, & based on all of the money he & his family probably “extorted,” Joe should hang it up. I wouldn’t want him dealing with China & U!",9690,16591,70540,"[]"
1.18086e18,"realdonaldtrump",2019-10-06,"22:58:32","....and separately got 1.5 Billion Dollars from China despite no experience and for no apparent reason. There is NO WAY these can be legitimate transactions? As lawyers & others have stated, as President, I have an OBLIGATION to look into possible, or probable, CORRUPTION!",15326,18100,71692,"[]"
1.18048e18,"realdonaldtrump",2019-10-05,"22:06:47","Somebody please wake up Mitt Romney and tell him that my conversation with the Ukrainian President was a congenial and very appropriate one, and my statement on China pertained to corruption, not politics. If Mitt worked this hard on Obama, he could have won. Sadly, he choked!",26256,29278,129631,"[]"
1.17899e18,"realdonaldtrump",2019-10-01,"18:54:26","Congratulations to President Xi and the Chinese people on the 70th Anniversary of the People’s Republic of China!",18758,12489,78021,"[]"
1.17867e18,"realdonaldtrump",2019-09-30,"22:03:30","The Fake News Media wants to stay as far away as possible from the Ukraine and China deals made by the Bidens. A Corrupt Media is so bad for our Country! In actuality, the Media may be even more Corrupt than the Bidens, which is hard to do!",22681,21652,78608,"[]"
1.17865e18,"realdonaldtrump",2019-09-30,"20:31:56","....place in TRADE, it’s taking shape in Military Competition.” Johnathan Ward, author and China expert. We are winning, and we will win. They should not have broken the deal we had with them. Happy Birthday China!",3232,12444,60124,"[]"
1.17864e18,"realdonaldtrump",2019-09-30,"19:48:03","“China Trade Turmoil: China Urging a CALM AND RATIONAL Solution.” @MariaBartiromo @FoxBusiness China is doing very poorly while the USA, under your favorite President’s leadership, continues to soar to new heights - and, despite the Do Nothing Democrats, we have just begun!",5393,12005,49523,"['mariabartiromo', 'foxbusiness']"
1.17736e18,"realdonaldtrump",2019-09-27,"07:02:38","The President of Ukraine said that he was NOT pressured by me to do anything wrong. Can’t have better testimony than that! As V.P., Biden had his son, on the other hand, take out millions of dollars by strong arming the Ukrainian President. Also looted millions from China. Bad!",24575,22719,95780,"[]"
1.17695e18,"realdonaldtrump",2019-09-26,"04:17:32","....taken out of Ukraine and China. Additionally, I demand transparency from Democrats that went to Ukraine and attempted to force the new President to do things that they wanted under the form of political threat.",11957,20438,85313,"[]"
1.17577e18,"realdonaldtrump",2019-09-22,"21:39:19","“The real story involves Hunter Biden going around the world and collecting large payments from foreign governments and foreign oligarchs.” Peter Schweizer  Laura Ingraham Hunter made a fortune in Ukraine and in China. He knew nothing about Energy, or anything else.",11313,16693,56850,"[]"
1.17356e18,"realdonaldtrump",2019-09-16,"19:47:56","Producer prices in China shrank most in 3 years due to China’s big devaluation of their currency, coupled with monetary stimulus. Federal Reserve not watching? Will Fed ever get into the game? Dollar strongest EVER! Really bad for exports. No Inflation...Highest Interest Rates...",2136,9403,41247,"[]"
1.17213e18,"realdonaldtrump",2019-09-12,"20:45:34","It is expected that China will be buying large amounts of our agricultural products!",13786,15140,88062,"[]"
1.17193e18,"realdonaldtrump",2019-09-12,"07:17:18","At the request of the Vice Premier of China, Liu He, and due to the fact that the People's Republic of China will be celebrating their 70th Anniversary....",3247,9649,49231,"[]"
1.17173e18,"realdonaldtrump",2019-09-11,"18:14:50","“China suspends Tariffs on some U.S. products. Being hit very hard, supply chains breaking up as many companies move, or look to move, to other countries. Much more expensive to China than originally thought.” @CNBC @JoeSquawk",2754,9633,42035,"['cnbc', 'joesquawk']"
1.17017e18,"realdonaldtrump",2019-09-07,"11:05:01","China just enacted a major stimulus plan. With all the Tariffs THEY are paying to the USA, Billions and Billions of Dollars, they need it! In the meantime, our Federal Reserve sits back and does NOTHING!",11528,15018,62529,"[]"
1.16999e18,"realdonaldtrump",2019-09-06,"23:14:20","“China is eating the Tariffs.” Billions pouring into USA. Targeted Patriot Farmers getting massive Dollars from the incoming Tariffs! Good Jobs Numbers, No Inflation(Fed). China having worst year in decades. Talks happening, good for all!",21739,16887,72709,"[]"
